,id,zpdf,mass,AGN or not
206,737526,0.851,10.501,1
207,554513,0.851,10.415,1
208,1011872,0.853,10.765,0
209,516335,0.85,10.62,0
210,511953,0.867,10.761,0
211,639158,0.848,10.746,0
212,613023,0.859,10.808,0
213,596339,0.85,10.661,0
214,443852,0.862,10.629,0
215,787989,0.867,10.657,1
216,526943,0.846,10.675,1
217,788226,0.852,10.706,1
218,825771,0.858,10.676,1
219,801260,0.861,10.713,1
220,464246,0.862,10.769,1
221,545243,0.846,10.72,1
222,342090,0.854,11.024,0
223,627520,0.863,10.928,0
224,624426,0.857,10.932,1
225,244471,0.852,10.955,1
226,426798,0.869,11.117,0
227,930422,0.854,11.14,0
228,471634,0.847,11.076,1
229,418599,0.856,11.212,1
230,922130,0.889,9.92,0
231,790281,0.873,9.98,1
232,560030,0.88,10.311,0
233,610703,0.891,10.22,0
234,416438,0.892,10.22,1
235,654365,0.899,10.313,1
236,914962,0.88,10.579,0
237,804330,0.89,10.765,0
238,444480,0.887,10.8,0
239,601724,0.899,10.742,1
240,506071,0.88,10.735,1
241,897740,0.892,10.576,1
242,795779,0.891,10.995,0
243,420847,0.896,10.914,0
244,448160,0.89,10.943,0
245,579968,0.874,10.949,1
246,244723,0.88,10.959,1
247,508362,0.888,10.816,1
